"ID","ORG_UNIT_VERSION","CODE","DESCRIPTION","TYPE","B_LEVEL","STATUS","PARENT"
"1eac0847-b8a7-4b5f-bba2-de294f44052f",1,"PPE-VT-43","","SECT",4,"I","PPE"
"fa21559a-c551-43ed-9297-9ec6f29e3b3e",1,"PPE-RE-22","","SECT",4,"I","PPE-RE"
"f614eb19-ed5e-4691-bc75-3a5ecb23cb32",1,"PPE-EC-EA","","SECT",4,"I","PPE-EC"
"3031ec92-a12b-425d-9913-dcb1b39ff2eb",1,"PPE-LAA-HC","","SECT",4,"I","PPE-LAA"
"2e29546a-cdfb-47e1-b078-6bd2a731c5c4",1,"PPE-VT-40","","SECT",4,"I","PPE"
"a5a0d159-fb1d-4f6b-9670-c96b504208dd",1,"PPE-OMD-RP","","SECT",4,"I","PPE-OMD"
"e95b2ca3-9986-4fac-9927-053127c26987",1,"PPE-UO-SB","","SECT",4,"I","PPE-UO"
"7f8d06b2-6e24-4478-b2ac-dfa9c58e606a",1,"PPE-DEE","","GROUP",3,"I","PPE"
"2e2da4b2-e3d3-4ed1-9ba0-078f182df81b",1,"PPE-VT-54","","SECT",4,"I","PPE"
"f7d42c87-3e32-43b9-9680-9e851e8ec5d7",1,"PPE-IO","","GROUP",3,"I","PPE"
"36dd652e-f3c8-4f55-b22f-1eba0365111b",1,"PPE-VT-31","","SECT",4,"I","PPE"
"f10053c1-570b-488b-abb4-da8a490cd0f5",1,"PPE-GDD","","GROUP",3,"I","PPE"
"aacc876a-6f50-4770-88a8-4ece91a961ce",1,"PPE-RE-57","","SECT",4,"I","PPE-RE"
"9327bf05-9e56-4a40-8259-7f3fd6d4420d",1,"PPE-RE-80","","SECT",4,"I","PPE-RE"
"c4db0053-0462-4ee3-b4af-afcc26f9481d",1,"PPE-LAA-SD","","SECT",4,"I","PPE-LAA"
"6455f809-2816-4546-9080-c1ceff0d82d9",1,"PPE-LAA","","GROUP",3,"I","PPE"
"80f1dab5-508c-4ef6-bad5-262873a696f2",1,"PPE-NOE","","GROUP",3,"I","PPE"
"5e63968b-64c8-436f-b1ba-8d60f6f096fd",1,"PPE-VT-67","","SECT",4,"I","PPE"
"83cd7e9e-0f8a-4a60-be94-5d8d0a7cb047",1,"PPE-N49","","GROUP",3,"I","PPE"
"fba339ec-8b17-4d30-b1ab-3fb0a72886c7",1,"PPE-RE-35","","SECT",4,"I","PPE-RE"
"c1600ef8-4f74-494a-bee0-ce3332829c57",1,"PPE-RE-48","","SECT",4,"I","PPE-RE"
"e1793ebe-d4f8-4ee6-b156-26e08a5e9d93",1,"PPE-PDG","","GROUP",3,"I","PPE"
"6bddefbb-82ff-4bcb-91a4-4865e846bb70",1,"PPE-RE-79","","SECT",4,"I","PPE-RE"
"cf2d94f2-2aeb-45ec-80e0-15b08f69c346",1,"PPE-VT-33","","SECT",4,"I","PPE"
"11fdebfe-1647-4132-8af0-9feee32a72e9",1,"PPE-RE-47","","SECT",4,"I","PPE-RE"
"be37f540-ba93-43d2-b0c8-3eb4ee308229",1,"EST-DEM-DI","Management","SECT",4,"I","EST-DEM"
"449b49dc-f168-4145-8aab-930d7c120888",1,"EP-TA3-MS","Mechanical Support Section","SECT",4,"I","EP-TA3"
"e8f0c4f2-21f3-40d9-bdd8-0459eb4415ba",1,"EP-ED-DQ","Data Acquisition Section","SECT",4,"I","EP-ED"
"3b30402d-a88d-4586-a06d-06b6ef4aebdd",1,"EST-DI-SEC","Secretariats Section","SECT",4,"I","EST-DI"
"0b1a98aa-9164-4b50-8ff6-ac4f37898dea",1,"EP-AIT-TP","Time Projection Chamber Section","SECT",4,"I","EP-AIT"
"3c3fa0d9-a6bd-48ab-8497-4b5a94b7ffe2",1,"EP-ATM","ATLAS MUON SPECTROMETER GROUP","GROUP",3,"I","EP"
"a0e69374-aa8d-446e-9efe-050430968477",3,"EP-DI","OFFICE OF THE DEPARTMENT LEADER","GROUP",3,"A","EP"
"f933f719-cb35-4035-80ce-48c340686323",1,"EST-IC-CI","Coordination of Installation Section","SECT",4,"I","EST-IC"
"aa70ded7-19b5-44af-8420-74236ddb580b",1,"EP-RE-60","","SECT",4,"I","EP-RE"
"e8cab8d8-37e1-4677-bce7-e17ff9f25b9e",1,"EP-RE-89","","SECT",4,"I","EP-RE"
"5093f89b-c1fb-467d-b12d-c1e6ee764f42",1,"EP-FAG-ES","","SECT",4,"I","EP-FAG"
"a4861783-c7d9-4b59-97d9-ac520299fae1",1,"EP-RE-84","","SECT",4,"I","EP-RE"
"59e94a82-2e12-433d-9259-3d029ef8219f",1,"EP-RE-36","","SECT",4,"I","EP-RE"
"93368239-6656-4d07-a40d-69896625e783",1,"EP-UO","USERS OFFICE GROUP","GROUP",3,"I","EP"
"af0d0022-9247-41a3-bb7e-eace23feb8f8",2,"EP-UAT","ATLAS USERS GROUP","GROUP",3,"A","EP"
"600fe8e0-c37a-46df-9a37-42d0eb1c1cce",1,"EP-LAA-DP","","SECT",4,"I","EP-LAA"
"0f6c6752-a82c-4950-87e0-b7dc1071018a",1,"EST-ESM-CR","LHC Cryostats and Cryogenics Section","SECT",4,"I","EST-ESM"
"4c657595-8eec-415f-af77-dd30f50d3b8e",1,"EP-TA2-OR","Detector Operation and R&D Section","SECT",4,"I","EP-TA2"
"c0e49582-fb6c-415c-976a-2d511c653d82",1,"EP-ATE-DQ","Data Acquisition Section","SECT",4,"I","EP-ATE"
"4776ebed-20e5-4fd3-a3f0-f9600c7e43c8",1,"EP-RE-22","","SECT",4,"I","EP-RE"
"c1734959-36e3-4118-a3af-42383e83224b",1,"EST-ME-DI","Planning & Coordination Section","SECT",4,"I","EST-ME"
"3bbb4328-c1ff-4c9b-80f4-8acec18c60d1",1,"EST-DEM-WS","Assembly Workshop Section","SECT",4,"I","EST-DEM"
"f76fa7aa-294d-4347-a679-720fce8e50a1",1,"EST-ISS-DI","Management","SECT",4,"I","EST-ISS"
"30d77999-ab63-4421-a5b7-9a69ebe8eeac",1,"EP-TA2-CD","Detector Concept & Design Section","SECT",4,"I","EP-TA2"
"c4a959f7-5af6-4437-b3f5-8a7935078583",1,"EST-IC-IN","Integration Section","SECT",4,"I","EST-IC"
"096b2d38-839e-432a-acfd-1795bf7b986a",1,"EP-HC","LHC GROUP - USERS","GROUP",3,"I","EP"
"e6710d54-de82-4384-8746-a67f8af39577",1,"EP-TOT","TOTEM EXPERIMENT GROUP","GROUP",3,"I","EP"
"9993a66d-e298-441c-9dce-07f11bf2f428",1,"EP-RE-02","","SECT",4,"I","EP-RE"
"6e9910b5-f52d-46fa-8f99-39d35795508c",1,"EP-MIC-DG","Digital Design Section","SECT",4,"I","EP-MIC"
"0d2b3712-7a0b-45eb-9691-3f8cd4623c0c",1,"EP-TA1-GS","Gas Systems Section","SECT",4,"I","EP-TA1"
"8b52838c-9e2e-4869-b39e-185bf5de4c32",1,"EP-TA1-SD","Solid State Detectors Section","SECT",4,"I","EP-TA1"
"801914c3-78b8-4c81-a442-0b38310a5e21",1,"EP-ACD-CD","CHORUS Detector Section","SECT",4,"I","EP-ACD"
"99a06bbe-a5d9-4d45-8179-bd4e93eaf1e8",1,"EST-ISS-DC","Desktop Computers Section","SECT",4,"I","EST-ISS"
"d9db2d7d-8f54-490e-be4e-ec64e044da28",1,"EP-LAA","","GROUP",3,"I","EP"
"e5f54529-16f7-4b17-a305-7a3cfd4d7bf5",1,"EP-TA3","TECHNICAL ASSISTANCE 3 GROUP","GROUP",3,"I","EP"
"ca88b862-9406-456c-a8c4-90b673ad74e0",1,"EST-IC-LC","Logistics & Coordination Section","SECT",4,"I","EST-IC"
"7bf564aa-3018-4163-8c1c-178cbd598652",1,"EST-ESI-LC","Layouts & Components Section","SECT",4,"I","EST-ESI"
"4ac631db-668e-484a-9757-3c2aad3c1f27",2,"EP-UCM","CMS USERS GROUP","GROUP",3,"A","EP"
"f96efd61-c3b4-4cbc-b61a-5046cdbe2a25",1,"EP-TS","","GROUP",3,"I","EP"
"3fbab552-8b12-423d-afc3-e10f6586684c",1,"EP-ESS-OF","On-Line & Front-End Section","SECT",4,"I","EP-ESS"
"7957f6cf-2484-4f36-af53-fca9ba0fa91a",1,"EP-CME-PS","Preshower Section","SECT",4,"I","EP-CME"
"0b2f9917-8687-47d9-96ab-6e76abe06691",1,"EP-EOS-EA","Experimental Activities Section","SECT",4,"I","EP-EOS"
"c8a75cb8-86b6-4ec3-b608-8042f2ed8801",1,"EP-RID","","GROUP",3,"I","EP"
"611e02d3-18f7-4aa4-ac37-ee83afe5a202",1,"EST-LEA-AL","ALICE Experiments Area Section","SECT",4,"I","EST-LEA"
"7cc4ccdd-4115-4900-8c17-835843082c84",1,"EST-DI-RHI","Human Resources & Infrastructure Section","SECT",4,"I","EST-DI"
"7eecde04-fb3a-439d-88c3-69a163eb0609",1,"EP-ELI","","GROUP",3,"I","EP"
"934e2bef-185f-4648-9eb1-3141bf29febc",1,"EP-EOS","EXPERIMENTS OPERATIONAL SUPPORT GROUP","GROUP",3,"I","EP"
"92e1c8ea-4392-4523-bffc-2ecaee2b2573",1,"EP-TA1-DO","Design Office Section","SECT",4,"I","EP-TA1"
"43ea2e2d-035d-43c7-bf28-e903844c59e2",1,"EST-ESI-RT","","SECT",4,"I","EST-ESI"
"ed0e5dea-8cf8-4fd0-9747-8083343f36ee",1,"EP-ESS-FE","Front-End Section","SECT",4,"I","EP-ESS"
"dbc3535b-9f38-4bf4-8662-cfa4173a8c72",3,"EP-CMT","CMS TOTEM","GROUP",3,"A","EP"
"23b2bcec-3744-4094-ba40-d91209fabefd",1,"EP-RE-80","","SECT",4,"I","EP-RE"
"3ebafa44-456c-433b-9e44-b5acb02173bd",1,"EST-ME-MA","Mechanical Analysis Section","SECT",4,"I","EST-ME"
"fe881ba8-4f11-4f7d-9fe6-52a3ad842f53",1,"EP-SMI","SPACE MANAGEMENT & INFRASTRUCTURE GROUP","GROUP",3,"I","EP"
"1e3cc309-5fe8-4d4f-a654-1db1b4455ada",1,"EST-ESM-CO","LHC Connections Section","SECT",4,"I","EST-ESM"
"7cd172c4-6c42-450d-bc59-d80592dce723",1,"EP-IS","ISOLDE EXPERIMENTS GROUP","GROUP",3,"I","EP"
"8714e9a6-d3ce-4039-9baa-95db2d5b5895",1,"EP-RE-41","","SECT",4,"I","EP-RE"
"9443f9db-acb7-42b9-a5a3-d5aa3b2c2fb2",1,"EP-RE-20","","SECT",4,"I","EP-RE"
"260bc007-f714-42c9-bf8b-c08716f5652a",1,"EP-RE-56","","SECT",4,"I","EP-RE"
"430994ba-32e8-420b-bdcf-558ad44cbe5d",1,"EP-NOD","NOMAD DETECTOR GROUP","GROUP",3,"I","EP"
"f78fe2fa-1c16-47ad-8e36-b22734d06d09",2,"EP-LBD","LHCB DETECTOR GROUP","GROUP",3,"A","EP"
"33254df1-0de9-4809-ab7c-368635e3ac25",1,"EST-DI-FIN","Planning & Budgets Section","SECT",4,"I","EST-DI"
"82332ff7-4767-48b2-b955-e82f964d502a",1,"EP-RE-06","","SECT",4,"I","EP-RE"
"d3cdfb1b-1415-4a99-9e07-5facce5f16a1",1,"EST-IC-MS","Metallic Structures Section","SECT",4,"I","EST-IC"
"c08f93c5-3a9a-440b-821c-6bfb08b0d59d",1,"EST-IC-SM","Site Management Section","SECT",4,"I","EST-IC"
"2548bfd8-100f-4957-bfe6-83f960fff039",1,"EP-PDH","","GROUP",3,"I","EP"
"0ae04e99-3439-4212-acb9-528b7532e246",1,"EP-CMT-ST","Silicon Tracker Section","SECT",4,"I","EP-CMT"
"3bf229de-d669-4387-be66-b60d3cb9fc09",1,"EP-TA3-MP","Magnets & Power Circuits Section","SECT",4,"I","EP-TA3"
"0e6a9275-2cc8-492f-a337-c59eae03c84e",1,"EP-EC","ENGINEERING & CONSTRUCTION GROUP","GROUP",3,"I","EP"
"4b1a3a7d-18bc-4461-972f-75a3659917b3",1,"EP-CMC","CMS COMPUTING GROUP","GROUP",3,"I","EP"
"177b37a7-58ab-467a-b79a-3d55a2b83367",1,"EP-RE-64","","SECT",4,"I","EP-RE"
"c619c262-ce01-4c71-8de3-84240bd38f01",1,"EP-ED-SD","Silicon Detector Section","SECT",4,"I","EP-ED"
"40984421-badd-454e-9fe7-8ab391287e49",1,"EP-RE-75","","SECT",4,"I","EP-RE"
"493d17e7-de52-4e8c-af8c-761d18e17a6b",1,"EP-ULE","LEP USERS GROUP","GROUP",3,"I","EP"
"4addc6e3-7e12-476f-90dd-8a268af77e6e",1,"EST-ESM-DC","","SECT",4,"I","EST-ESM"
"c5d2c9e8-7e39-4d8e-98eb-ba9692ed003f",2,"EP-UHC","OTHER LHC USERS GROUP","GROUP",3,"A","EP"
"42be63a7-a92e-4e72-998a-b500d4c48f2d",1,"EP-RD","R & D GROUP - USERS","GROUP",3,"I","EP"
"58e18472-ef73-49ff-9f9e-3a5dbf249ddf",1,"EST-IC-DI","Management Section","SECT",4,"I","EST-IC"
"56de9fb4-379d-4dc1-920f-fa95c45b24d0",1,"EP-N60","NA60/50 EXPERIMENTS GROUP","GROUP",3,"I","EP"
"efe08e9a-ce91-4268-ac2a-fd327d32a88e",1,"EP-EC-GE","General Engineering Section","SECT",4,"I","EP-EC"
"ba460a27-d5d9-4a1b-96de-ddf8efd8de76",1,"EST-LEA","LOGISTICS FOR LHC EXPERIMENTS & AREAS GROUP","GROUP",3,"I","EST"
"a5a131d0-ab09-4687-8b0f-ba1864c30487",1,"FI-A-SI","","SECT",4,"I","FI-A"
"d2d4f791-6742-4ffa-aea1-57b04ca912f4",1,"ETT-VE-ME","Microcosm Exhibition","SECT",4,"I","ETT-VE"
"a584d992-0f0e-4f37-8e26-6478c1487d8b",1,"ETT-EU","COORDINATOR FOR THE RELATIONS WITH THE EU","GROUP",3,"I","ETT"
"18fe3d70-b78c-4fca-964e-ded251e51a05",1,"AC-SV-BP","","SECT",4,"I","AC-SV"
"0436c98b-11c4-4a6c-a245-21d4bf35ca07",1,"AC-DI-GE","","SECT",4,"I","AC-DI"
"de096462-e1ea-4f08-b43e-e268ccc7d4ae",1,"ETT-SI-PE","Journals & Binding Section","SECT",4,"I","ETT-SI"
"9e4f2e99-9c32-4fea-b3df-23b4f8b0f56d",1,"AB-OP-SPS","Super Proton Synchrotron Section","SECT",4,"I","AB-OP"
"8e912f1d-4319-44fd-abe6-d90b75588961",1,"AC-SV-PL","","SECT",4,"I","AC-SV"
"d6bb809b-ef7f-45bc-a332-f9d7fa391cff",1,"FI-DI-G","General Services & Personnel Matters Section","SECT",4,"I","FI-DI"
"d922cf11-b294-4d76-8b03-6a44242d9e7a",1,"AC-TCP-PL","LHC-Project Planning Section","SECT",4,"I","AC-TCP"
"9683c783-91ab-428c-afa4-eba1839e4978",1,"AB-PO-TC","Thyristor Converters Section","SECT",4,"I","AB-PO"
"1fd4fc6c-6037-46c3-9141-7435915b91a6",1,"AB-BDI-ML","Mechanics & Logistics Section","SECT",4,"I","AB-BDI"
"a4a493bc-7023-4125-a1b9-58328335d46f",1,"AB-OP-PSB","PSB/ISOLDE Section","SECT",4,"I","AB-OP"
"1ddb8256-d5cf-4601-9fd9-9ba48b4207aa",1,"FI-CT-T","Visiting Research Teams Section","SECT",4,"I","FI-CT"
"a2a75a9c-05fc-4b06-ba63-c92bfddd1e8c",1,"AC-JPY","JAPAN SPECIAL CONTRIBUTIONS (INCIDENCE EXCHANGE RATE) GROUP","GROUP",3,"I","AC"
"2b1eb866-d8e2-4ff5-8a0e-baaaeecd8ada",1,"FI-F-CG","General Accounting","SECT",4,"I","FI-F"
"3f900f20-1372-46f9-9725-932af5621088",1,"AB-ATB-TD","Targets & Dumps Section","SECT",4,"I","AB-ATB"
"da43d4bc-1a42-4371-9f89-9a6dd2e73811",1,"AB-ATB-IF","ISOLDE Front-End Section","SECT",4,"I","AB-ATB"
"809a6db3-a4d6-4e9a-920e-1e8810b2058e",1,"FI-CTR-RC","Reporting & Computing","SECT",4,"I","FI-CTR"
"98d44478-708c-4a4e-bbc8-8bc349d58d57",1,"AB-CO","CONTROLS GROUP","GROUP",3,"I","AB"
"d224e17b-407d-4b5e-a08f-8a56ad15715a",1,"AB-RF-BR","Beams & RF Section","SECT",4,"I","AB-RF"
"e0532642-ccb4-4333-9843-1b5931ce25af",1,"AC-DI-BP","Budgets Projects Planning Section","SECT",4,"I","AC-DI"
"c583e361-5a37-481c-86ce-6b7a008e0b07",1,"AB-BI-ML","Mechanics & Logistics Section","SECT",4,"I","AB-BI"
"4a26c0cb-8b96-4202-bf92-9dfdc8e53b04",1,"AB-ABP-LCE","LHC Collective Effects Section","SECT",4,"I","AB-ABP"
"4d03b5cf-63e6-46bf-b2a9-dd642b6c3dce",1,"AC-TCP-PB","LHC-Project Baseline Section","SECT",4,"I","AC-TCP"
"95d5406b-8c50-4b11-83e9-760bb55430b2",1,"AB","ACCELERATOR BEAMS DEPARTEMENT","DEPART",2,"I","CERN"
"24269d85-3b6f-4bc7-a69f-3ac05f5d4ef7",1,"AB-BI-BL","Beam Loss Monitoring Section","SECT",4,"I","AB-BI"
"4119afb9-4445-4ef9-bef1-27229c984ba8",1,"AC-CAS","CERN ACCELERATOR SCHOOL GROUP","GROUP",3,"I","AC"
"d13aa165-a704-4b94-be5e-65b52a7967a2",1,"AB-OP-ISO","Isolde Section","SECT",4,"I","AB-OP"
"94ea7be6-f067-481b-bf3e-d60ff3516812",1,"ETT-TT-OP","Tt Operations Section","SECT",4,"I","ETT-TT"
"c788baba-7dcc-41d0-8dfa-34b730e0578a",1,"FI-CTR-T","Collaborations & Visiting Research Teams Section","SECT",4,"I","FI-CTR"
"b975ac2c-7679-4f27-8f8e-fc92eda393b3",1,"AC-DI-MM","LHC-Multi Medias Section","SECT",4,"I","AC-DI"
"cbc7aa9d-84ed-4a89-8ed9-f89c732d3d5b",1,"EST-MF","MANUFACTURING FACILITIES GROUP","GROUP",3,"I","EST"
"012d2880-c7d5-49b1-8e98-68718c628e4f",1,"AB-OP-TI","Technical Infrastructure Section","SECT",4,"I","AB-OP"
"724de709-1916-44e5-b625-35a57a31a80b",1,"FI-CT-IS","Financial Statistics & Computing Section","SECT",4,"I","FI-CT"
"8fff302a-350d-43ff-b1ea-92fe553b2a06",1,"FI-A","","GROUP",3,"I","FI"
"495716e0-a7eb-4073-9227-f62be023dd12",1,"AC-TSC","LHC-TECHN. SPECIFICATIONS-""NON MEMBER STATES"" COLLAB. GROUP","GROUP",3,"I","AC"
"7d026d18-1e1c-43d4-bca1-b897544360b3",1,"FI-F","Financial & Accounting Services","GROUP",3,"I","FI"
"2206615f-25ad-4c95-b9b6-87fd5b023c3e",1,"AB-ATB-LP","LPE Laser, Photocathodes & Equipment Controls Section","SECT",4,"I","AB-ATB"
"db176d2c-0056-4abf-a6d5-7c7b3a91f1fa",1,"AB-ABP-LOC","LHC Optics & Commissioning Section","SECT",4,"I","AB-ABP"
"be0a28e4-46c0-4b46-91a6-d0665ea06b13",1,"AB-BI-QP","Tune & Position Section","SECT",4,"I","AB-BI"
"307f84ad-857d-481f-afa1-fd1d3285fe92",1,"ETT-VE-TE","Travelling Exhibitions","SECT",4,"I","ETT-VE"
"82ea3231-4767-4ada-aae0-d596ccab89a6",1,"ETT-SI","SCIENTIFIC INFORMATION SERVICE","GROUP",3,"I","ETT"
"d8d522b2-ea24-442d-be6e-76e195faec05",1,"AB-ADM-BL","Budget & Logistics Management Section","SECT",4,"I","AB-ADM"
"15958701-b1ee-438c-bba9-8b114f880ad8",1,"FI-CTR","Collaborations,Visiting Research Teams,Reporting & Computing","GROUP",3,"I","FI"
"e0625ab6-c714-4fa8-ad5e-44e339987352",1,"FI-F-AI","","SECT",4,"I","FI-F"
"646a7ef8-5c1a-43cd-942f-f85c66ff56e8",1,"AB-BDI","BEAM DIAGNOSTIC & INSTRUMENTATION GROUP","GROUP",3,"I","AB"
"47674396-dc98-43df-8023-023862b59a39",1,"AB-ABP-LEI","Low Energy LHC Injectors Section","SECT",4,"I","AB-ABP"
"5b3119b9-325c-47e7-99c0-de9c3f483a06",1,"ETT-SI-DM","Document Management Section","SECT",4,"I","ETT-SI"
"b2ed4303-08b0-4ae1-bb1d-d03cb83f2f85",1,"AC-SV-LA","","SECT",4,"I","AC-SV"
"c01246cb-6574-4595-b182-272e1edf176c",1,"AB-PO-CC","Converter Control Section","SECT",4,"I","AB-PO"
"31d52b30-8d92-4426-9469-32cdeab1706d",1,"AB-OP-MED","Med Austron","SECT",4,"I","AB-OP"
"591ffcba-8fb8-4143-9ce4-f4ceb527e579",1,"AC-DI-LHC","","SECT",4,"I","AC-DI"
"02bf4a9d-1016-4990-95fd-0ed5bd53f2f3",1,"AB-BDI-DS","Diagnostics & Studies Section","SECT",4,"I","AB-BDI"
"8b1c4bbb-8211-454a-9dd2-ac67000f156a",1,"FI-A-CD","","SECT",4,"I","FI-A"
"aa9d7b55-6b94-48d0-b675-4a67c63d558d",1,"AC-DI-CAS","","SECT",4,"I","AC-DI"
"0e5ee594-e37b-4b30-9760-7f8c0a8404c7",1,"AB-RF-MK","Modulators & Klystrons Section","SECT",4,"I","AB-RF"
"f68422d5-0e19-4f8e-95a4-611287b22dec",1,"AB-CO-HT","Hardware & Timing Section","SECT",4,"I","AB-CO"
"5244fe93-c302-48b5-bb95-25a526049e65",1,"FI-A-MO","","SECT",4,"I","FI-A"
"3eeb303d-da45-447d-8f0a-aa9c63b057f3",1,"AB-ATB-EA","Experimental Areas Section","SECT",4,"I","AB-ATB"
"ea2a0c98-8c88-48aa-8c79-8b793b821155",1,"AB-ADM-GS","Coordination Group Secretariats Section","SECT",4,"I","AB-ADM"
"93720aac-74cd-4ee8-9885-a573cbbd12fa",1,"AB-BI-SW","Software Development & Commissioning Section","SECT",4,"I","AB-BI"
"37c6a104-85e6-459f-9a73-fd1354ce7c5e",1,"FI-A-AI","","SECT",4,"I","FI-A"
"78f90d70-d1d1-44b8-8eb0-091bfab396b4",1,"FI-DI-P","","SECT",4,"I","FI-DI"
"fd907e49-fa97-4e50-8cfd-b8919f85cba5",1,"FI-DI-IS","","SECT",4,"I","FI-DI"
"fc47c8fc-d7b8-4bef-abeb-ba3cf373511b",1,"FI-F-DT","Debtors, Teams, Collaborations Section","SECT",4,"I","FI-F"
"f87b5ed7-e665-421c-89e8-e8bd3e867852",1,"EST-MF-DI","Management","SECT",4,"I","EST-MF"
"4434c0c9-539b-4c37-86a9-d20be41f08b8",1,"ETT-WPE","WEB PUBLIC EDUCATION SERVICE","GROUP",3,"I","ETT"
"61cedfc9-954c-4a22-a1d1-5bebd7d381d7",1,"AB-ABP-RLC","R&D  &  LHC Collective Effects Section","SECT",4,"I","AB-ABP"
"25cc074a-295a-4de0-a0b9-67c669646570",1,"AB-ABP","ACCELERATORS & BEAM PHYSICS GROUP","GROUP",3,"I","AB"
"41085381-1773-421f-8b7e-c4ed6ccf25e3",1,"AB-BI-EA","Experimental Areas Support Section","SECT",4,"I","AB-BI"
"dd5f0deb-764b-4418-b1d4-98c117db4373",1,"AB-ABP-HSL","Hadron Sources & Linacs Section","SECT",4,"I","AB-ABP"
"b42687be-4eb3-4566-8c86-8670784a2390",1,"ETT-ROE","COORDINATOR FOR THE RELATIONS WITH RESEARCH ORGS. IN EUROPE","GROUP",3,"I","ETT"
"290e7724-13c1-4f98-863a-f26ee613fd51",1,"ETT-EC-PU","Publications Section","SECT",4,"I","ETT-EC"
"7ebfecc9-7837-4447-857a-e04d1180c19d",1,"EP-ELD-3","","SECT",4,"I","EP-ELD"
"1327e7dc-ee68-4065-b855-30c925e268e0",1,"FI-DI-TPR","Treasury, Payments & Financial Reporting Section","SECT",4,"I","FI-DI"
"484c2941-ee5a-4d50-a5e8-32af9103f12a",1,"ETT-VE","VISITS & EXHIBITIONS SERVICE","GROUP",3,"I","ETT"
"b2e3066a-fae6-4f97-9c84-8994ee8a0d08",1,"FI-CT-C","Collaborations Section","SECT",4,"I","FI-CT"
"33762063-777d-46d6-ac65-b6bc33ed0ee6",1,"EST-ME-PS","PS Activities Section","SECT",4,"I","EST-ME"
"a8df69fe-383f-4e6d-b199-725d86e01939",1,"ETT-EC-ES","Events & Sponsorship Section","SECT",4,"I","ETT-EC"
"3784eb23-8508-4971-ba0c-b4f187743426",1,"ETT-DI","OFFICE OF THE DIVISION LEADER","GROUP",3,"I","ETT"
"b2ca2a1c-af6d-4980-9ca3-90627ad36f5b",1,"EST-MF-CP","Projects Coordination Section","SECT",4,"I","EST-MF"
"a60b40c0-d514-4633-b48a-7f4c4702245f",1,"ETT-DH-DP","Document Processing Section","SECT",4,"I","ETT-DH"
"65ccd057-1cc8-4a40-b02a-244240144418",1,"AB-ADM","ADMINISTRATION GROUP","GROUP",3,"I","AB"
"bc40a879-cddb-4f17-b7a0-5314de2fb516",1,"ETT-NPA-TT","Technology Transfer Projects","SECT",4,"I","ETT-NPA"
"aa7028c4-02c7-472e-821b-5c98722c5288",1,"FI-CTR-C","Collaborations","SECT",4,"I","FI-CTR"
"7064c581-dbac-45ae-a1c1-1b0c9f3f496b",1,"AB-BDI-EM","Electromagnetic Detectors  Section","SECT",4,"I","AB-BDI"
"1ca3930e-154f-4ff9-b32a-6bd7a0e16478",1,"FI-F-BP","","SECT",4,"I","FI-F"
"ddc9e683-98af-4ec6-bda7-3740fda193e4",1,"AB-RF-FB","RF Feedbacks & Beam Control Section","SECT",4,"I","AB-RF"
"3961fb1e-ad10-4677-b1bb-d64278cf99af",1,"ETT-SI-SCS","Scientific Committees & Schools Section","SECT",4,"I","ETT-SI"
"6d7be327-6f07-43c5-bb25-44f5b6a91866",1,"FI-DI","Head of Department","GROUP",3,"I","FI"
"0e0bba1f-9a56-4812-8f81-78495a45e654",1,"AB-BT-EC","Electronics & Controls Section","SECT",4,"I","AB-BT"
"57189995-851d-412d-8f1b-280f21eb03cb",1,"AB-OP-PS","Proton Synchrotron Section","SECT",4,"I","AB-OP"
"03a5ac3a-9eee-46a5-bfe8-2173f9c1bf02",1,"AC-DI-PL","Accelerators Direction Planning Section","SECT",4,"I","AC-DI"
"b7ca215c-cb7e-4799-bb53-ce659a21a8ea",1,"AB-ATB-LPE","Laser, Photocathodes & Equipment Controls Section","SECT",4,"I","AB-ATB"
"bb38b9d2-96b3-4349-af12-11bf9c6ab45a",1,"AB-CO-IN","Infrastructure Section","SECT",4,"I","AB-CO"
"8bfa6782-1d1a-4110-8630-5d41f07f2ef1",1,"AB-CO-DM","Data Management Section","SECT",4,"I","AB-CO"
"20750a9e-1700-4bf6-9c08-615c2322bbe4",1,"ETT-NPA","NEW PROJECTS & ADMINISTRATION SERVICE","GROUP",3,"I","ETT"
"9b758cd3-b5d1-483a-af63-4e3b0a9be61e",1,"AB-OP-AD","Antiproton Decelerator Section","SECT",4,"I","AB-OP"
"dba9843d-aa28-430e-a22a-62acdfa3ac04",1,"AB-BI-PM","Profile Measurements Section","SECT",4,"I","AB-BI"
"66b77008-7a0d-4434-a389-cf151bfaae78",1,"AB-RF-CS","Cavity Servos & Controls Interface Section","SECT",4,"I","AB-RF"
"8154d3a8-3480-4d40-9bb3-72d267f3be34",1,"ETT-TT","TECHNOLOGY TRANSFER SERVICE","GROUP",3,"I","ETT"
"06dbe1cd-205f-43fe-8a96-d8bad420d524",1,"AB-RF-LR","Linacs RF Section","SECT",4,"I","AB-RF"
"7b8666f7-5c5f-4726-bdb1-37bc3f3418ae",1,"ETT-VE-VR","Visits & Reception","SECT",4,"I","ETT-VE"
"c23b2e7b-4113-400d-b75b-cbe3e29ef0e7",1,"ETT-DH-IP","Information & Presentation Section","SECT",4,"I","ETT-DH"
"5c5b644e-6dc6-4bbf-b05b-f61e21e2a26f",1,"EP-ADM-BS","","SECT",4,"I","EP-ADM"
